review,rating
"very good product at these budget...Bluetooth connectivity is very well and sound quality is too.battery backup is extreme.if you are thinking to buy a budget headphones with better sound, built quality or good battery backup than boat roakers 400 is best option for youworth of money..READ MORE",5
this is best bluetoorh headphone in under rs1500 sound quality is good battery is around 7 8 song is sharp this value for money productREAD MORE,5
its worth for 1400 RS its nicely build n bass is good n sound quality is nice.but it's little tight for earsREAD MORE,4
"Amazing Product....Excellent Battery Life... Super Cool Looks...The biggest advantage is the presence of Headphone Jack... Even if the device is out of battery, you can still use the wired mode... No other headphones support this feature at this price range...Mic is average... Not the best I have used but works fine...READ MORE",5
"it's a good product. Nice sound, nice looking, good sound.. everything is in your control...but some time during talking it does not work properly..overall it's a good product in this price rangeREAD MORE",5
awesome product it's very handy and good for gym purpose  if you guys prefer cheap one I got this one at the price of  RS 1199READ MORE,5
"Good build quality. Easy to use. It has got deep bass. Sound quality is good. Battery backup is good initially. At this price it's a win win for buyers. After few minutes of usage ears start hurting, it's bit tighter for ears.READ MORE",4
Best product and nice base  powerful battery backup like itREAD MORE,5
Good quality at this rate of 1200. if I chooses other top brands I would've spent 3000 to 4000. Thanks flipkart and boat brand for making it in reasonable price. just go for it and enjoy cool musicREAD MORE,5
Best bluetooth headset and beautiful design good powerful bass well in budgets and confertable in ear...READ MORE,5
Works best with the good sound engine.. Don't expect much from low configuration mobiles.. But worth the cost..READ MORE,4
"Very tight on head & ear bcoz the cushion is made with pure leather but it's fit as longer usage but at the starting tine it is very tight,sound is good nd the bass is also better i m used Boat basshead 235 V2 earphones before buying of it but both product of boat is very good nd also i hear BoAt Nirvana UNO earphoneREAD MORE",5
"Headphone ear cup pads are not that much comfortable. It is made of fine quality. Ears starts to sweat and pain when used for longer period of time. Other issue, microphone doesn't work when connected to bluetooth, for that you need to disconnect it first and then plug wire to use it(mic) like when you are receiving calls which is really disturbing! Best alternative to this is Moto Pulse which I have used, most of the things between both are of same quality but Moto is more comfortable.READ MORE",3
very nice headphone in this price segment worth every penny you cant get something better than this in this price segment. I bought it for RS 999READ MORE,5
"Amazing Sound, especially Bass is really good. U can feel the vibrations while playing HD sound. It's superb, Microphone also works fine but it seems U r talking in a big hall to other person.Battery Back Up is awesome.. fit for 7 to 8 hours after full charge.. it's really good in this price segment.READ MORE",5
It's  Nice and it is support on any phone and its Bluetooth also excellent I am satisfied with boAt😕👌😌😀😀READ MORE,5
Awesome product. I have been using this proIt gives more than 8-10 hours of battery backup.  Guys if you want to buy this product then go ahead and buy this. I'll recommend to everyone. Best in the market.READ MORE,4
product is very good but the price fluctuation is demoralize me because I purchase this product more amount as today sound quality is very good but when I make call from this then the mic is very sensitive that work only in in closed room or in any vehicle not outside product is awesome BindassREAD MORE,4
